character,category,base_species,species_id_PROVISIONAL,keep(Y/n)
Olivia,elite4,SPECIES_ROCKRUFF,961,Y
Olivia,elite4,SPECIES_STUFFUL,976,Y
Olympia,gymleader,SPECIES_SLOWPOKE,79,Y
Olympia,gymleader,SPECIES_SIGILYPH,614,Y
Olympia,gymleader,SPECIES_ESPURR,785,Y
Opal,gymleader,SPECIES_KOFFING,109,Y
Opal,gymleader,SPECIES_TOGEPI,175,Y
Opal,gymleader,SPECIES_MAWILE,355,Y
Opal,gymleader,SPECIES_MILCERY,1160,Y
Palmer,frontier,SPECIES_RHYHORN,111,Y
Palmer,frontier,SPECIES_DRATINI,147,Y
Palmer,frontier,SPECIES_FEEBAS,328,Y
Palmer,frontier,SPECIES_CRANIDOS,461,Y
Palmer,frontier,SPECIES_HEATRAN,538,Y
Palmer,frontier,SPECIES_REGIGIGAS,539,Y
Palmer,frontier,SPECIES_CRESSELIA,541,Y
Paul,anime,SPECIES_NIDORAN_M,32,Y
Paul,anime,SPECIES_MAGIKARP,129,Y
Paul,anime,SPECIES_MURKROW,198,Y
Paul,anime,SPECIES_GLIGAR,207,Y
Paul,anime,SPECIES_SNEASEL,215,Y
Paul,anime,SPECIES_TEDDIURSA,216,Y
Paul,anime,SPECIES_STANTLER,234,Y
Paul,anime,SPECIES_ELEKID,239,Y
Paul,anime,SPECIES_MAGBY,240,Y
Paul,anime,SPECIES_NINCADA,301,Y
Paul,anime,SPECIES_MAKUHITA,335,Y
Paul,anime,SPECIES_SNORUNT,346,Y
Paul,anime,SPECIES_AZURILL,350,Y
Paul,anime,SPECIES_ARON,382,Y
Paul,anime,SPECIES_BELDUM,398,Y
Paul,anime,SPECIES_TURTWIG,440,Y
Paul,anime,SPECIES_CHIMCHAR,443,Y
Paul,anime,SPECIES_STARLY,449,Y
Paul,anime,SPECIES_SHELLOS,475,Y
Paul,anime,SPECIES_GIBLE,496,Y
Paul,anime,SPECIES_SKORUPI,504,Y
Penny,anime,SPECIES_EEVEE,133,Y
Phoebe,elite4,SPECIES_MISDREAVUS,200,Y
Phoebe,elite4,SPECIES_SABLEYE,322,Y
Phoebe,elite4,SPECIES_DUSKULL,361,Y
Phoebe,elite4,SPECIES_SHUPPET,377,Y
Phoebe,elite4,SPECIES_REGICE,402,Y
Phoebe,elite4,SPECIES_DRIFLOON,478,Y
Phoebe,elite4,SPECIES_YAMASK,615,Y
Phoebe,elite4,SPECIES_LITWICK,660,Y
Piers,gymleader,SPECIES_STUNKY,487,Y
Piers,gymleader,SPECIES_SCRAGGY,612,Y
Piers,gymleader,SPECIES_INKAY,794,Y
Piers,gymleader,SPECIES_TOXEL,1140,Y
Piers,gymleader,SPECIES_MORPEKO,1169,Y
Piers,gymleader,SPECIES_ZIGZAGOON_G,1226,Y
Plumeria,villain,SPECIES_ZUBAT,41,Y
Plumeria,villain,SPECIES_GRIMER,88,Y
Plumeria,villain,SPECIES_GASTLY,92,Y
Plumeria,villain,SPECIES_MAREANIE,964,Y
Plumeria,villain,SPECIES_FOMANTIS,970,Y
Plumeria,villain,SPECIES_SALANDIT,974,Y
Plumeria,villain,SPECIES_COSMOG,1006,Y
Pryce,gymleader,SPECIES_TENTACOOL,72,Y
Pryce,gymleader,SPECIES_SEEL,86,Y
Pryce,gymleader,SPECIES_SHELLDER,90,Y
Pryce,gymleader,SPECIES_LAPRAS,131,Y
Pryce,gymleader,SPECIES_ARTICUNO,144,Y
Pryce,gymleader,SPECIES_WOOPER,194,Y
Pryce,gymleader,SPECIES_GIRAFARIG,203,Y
Pryce,gymleader,SPECIES_SNEASEL,215,Y
Pryce,gymleader,SPECIES_TEDDIURSA,216,Y
Pryce,gymleader,SPECIES_SWINUB,220,Y
Pryce,gymleader,SPECIES_DELIBIRD,225,Y
Pryce,gymleader,SPECIES_PHANPY,231,Y
Pryce,gymleader,SPECIES_TYROGUE,236,Y
Pryce,gymleader,SPECIES_SMOOCHUM,238,Y
Pryce,gymleader,SPECIES_CELEBI,251,Y
Pryce,gymleader,SPECIES_SPHEAL,341,Y
Pryce,gymleader,SPECIES_SNORUNT,346,Y
Pryce,gymleader,SPECIES_SNOVER,512,Y
Raihan,gymleader,SPECIES_TORKOAL,321,Y
Raihan,gymleader,SPECIES_TRAPINCH,332,Y
Raihan,gymleader,SPECIES_ROGGENROLA,577,Y
Raihan,gymleader,SPECIES_GOOMY,812,Y
Raihan,gymleader,SPECIES_TURTONATOR,993,Y
Raihan,gymleader,SPECIES_SILICOBRA,1135,Y
Raihan,gymleader,SPECIES_DURALUDON,1176,Y
Ramos,gymleader,SPECIES_ODDISH,43,Y
Ramos,gymleader,SPECIES_BELLSPROUT,69,Y
Ramos,gymleader,SPECIES_EXEGGCUTE,102,Y
Ramos,gymleader,SPECIES_HOPPIP,187,Y
Ramos,gymleader,SPECIES_SUNKERN,191,Y
Ramos,gymleader,SPECIES_SKIDDO,780,Y
Red,protagonist,SPECIES_BULBASAUR,1,Y
Red,protagonist,SPECIES_CHARMANDER,4,Y
Red,protagonist,SPECIES_SQUIRTLE,7,Y
Red,protagonist,SPECIES_PIDGEY,16,Y
Red,protagonist,SPECIES_RATTATA,19,Y
Red,protagonist,SPECIES_SPEAROW,21,Y
Red,protagonist,SPECIES_EKANS,23,Y
Red,protagonist,SPECIES_NIDORAN_F,29,Y
Red,protagonist,SPECIES_MEOWTH,52,Y
Red,protagonist,SPECIES_PSYDUCK,54,Y
Red,protagonist,SPECIES_GROWLITHE,58,Y
Red,protagonist,SPECIES_MACHOP,66,Y
Red,protagonist,SPECIES_BELLSPROUT,69,Y
Red,protagonist,SPECIES_TENTACOOL,72,Y
Red,protagonist,SPECIES_PONYTA,77,Y
Red,protagonist,SPECIES_DODUO,84,Y
Red,protagonist,SPECIES_GASTLY,92,Y
Red,protagonist,SPECIES_SCYTHER,123,Y
Red,protagonist,SPECIES_TAUROS,128,Y
Red,protagonist,SPECIES_MAGIKARP,129,Y
Red,protagonist,SPECIES_LAPRAS,131,Y
Red,protagonist,SPECIES_EEVEE,133,Y
Red,protagonist,SPECIES_KABUTO,140,Y
Red,protagonist,SPECIES_ARTICUNO,144,Y
Red,protagonist,SPECIES_ZAPDOS,145,Y
Red,protagonist,SPECIES_MOLTRES,146,Y
Red,protagonist,SPECIES_DRATINI,147,Y
Red,protagonist,SPECIES_MEWTWO,150,Y
Red,protagonist,SPECIES_CHIKORITA,152,Y
Red,protagonist,SPECIES_CYNDAQUIL,155,Y
Red,protagonist,SPECIES_TOTODILE,158,Y
Red,protagonist,SPECIES_PICHU,172,Y
Red,protagonist,SPECIES_TYROGUE,236,Y
Red,protagonist,SPECIES_RAIKOU,243,Y
Red,protagonist,SPECIES_ENTEI,244,Y
Red,protagonist,SPECIES_SUICUNE,245,Y
Red,protagonist,SPECIES_HAPPINY,493,Y
Red,protagonist,SPECIES_MUNCHLAX,499,Y
Rei,protagonist,SPECIES_CYNDAQUIL,155,Y
Rei,protagonist,SPECIES_PICHU,172,Y
Rei,protagonist,SPECIES_CLEFFA,173,Y
Rei,protagonist,SPECIES_TURTWIG,440,Y
Rei,protagonist,SPECIES_CHIMCHAR,443,Y
Rei,protagonist,SPECIES_PIPLUP,446,Y
Rei,protagonist,SPECIES_STARLY,449,Y
Rei,protagonist,SPECIES_MIME_JR,492,Y
Rei,protagonist,SPECIES_OSHAWOTT,554,Y
Rei,protagonist,SPECIES_ROWLET,939,Y
Rika,anime,SPECIES_DIGLETT,50,Y
Rika,anime,SPECIES_WOOPER,194,Y
Rika,anime,SPECIES_PHANPY,231,Y
Rika,anime,SPECIES_BARBOACH,323,Y
Rika,anime,SPECIES_NUMEL,339,Y
Rika,anime,SPECIES_TURTWIG,440,Y
Ritchie,anime,SPECIES_CHARMANDER,4,Y
Ritchie,anime,SPECIES_CATERPIE,10,Y
Ritchie,anime,SPECIES_EEVEE,133,Y
Ritchie,anime,SPECIES_PICHU,172,Y
Ritchie,anime,SPECIES_LARVITAR,246,Y
Ritchie,anime,SPECIES_TAILLOW,304,Y
Roark,gymleader,SPECIES_GEODUDE,74,Y
Roark,gymleader,SPECIES_SLOWPOKE,79,Y
Roark,gymleader,SPECIES_ONIX,95,Y
Roark,gymleader,SPECIES_AERODACTYL,142,Y
Roark,gymleader,SPECIES_LARVITAR,246,Y
Roark,gymleader,SPECIES_NOSEPASS,320,Y
Roark,gymleader,SPECIES_TORKOAL,321,Y
Roark,gymleader,SPECIES_LUNATONE,348,Y
Roark,gymleader,SPECIES_RELICANTH,381,Y
Roark,gymleader,SPECIES_ANORITH,390,Y
Roark,gymleader,SPECIES_BAGON,395,Y
Roark,gymleader,SPECIES_CRANIDOS,461,Y
Roark,gymleader,SPECIES_BONSLY,491,Y
Roark,gymleader,SPECIES_DWEBBLE,610,Y
Roark,gymleader,SPECIES_ARCHEN,619,Y
Rosa,anime,SPECIES_DELIBIRD,225,Y
Rosa,anime,SPECIES_SHAYMIN,545,Y
Rosa,anime,SPECIES_SNIVY,548,Y
Rosa,anime,SPECIES_TEPIG,551,Y
Rosa,anime,SPECIES_OSHAWOTT,554,Y
Rosa,anime,SPECIES_PANSAGE,564,Y
Rosa,anime,SPECIES_PANSEAR,566,Y
Rosa,anime,SPECIES_PANPOUR,568,Y
Rosa,anime,SPECIES_MUNNA,570,Y
Rosa,anime,SPECIES_ROGGENROLA,577,Y
Rosa,anime,SPECIES_DRILBUR,582,Y
Rosa,anime,SPECIES_AUDINO,584,Y
Rosa,anime,SPECIES_TIMBURR,585,Y
Rosa,anime,SPECIES_THROH,591,Y
Rosa,anime,SPECIES_SAWK,592,Y
Rosa,anime,SPECIES_PETILIL,601,Y
Rosa,anime,SPECIES_SANDILE,604,Y
Rosa,anime,SPECIES_DARUMAKA,607,Y
Rosa,anime,SPECIES_SCRAGGY,612,Y
Rosa,anime,SPECIES_YAMASK,615,Y
Rosa,anime,SPECIES_ARCHEN,619,Y
Rosa,anime,SPECIES_GOTHITA,627,Y
Rosa,anime,SPECIES_SOLOSIS,630,Y
Rosa,anime,SPECIES_VANILLITE,635,Y
Rosa,anime,SPECIES_DEERLING,638,Y
Rosa,anime,SPECIES_KARRABLAST,641,Y
Rosa,anime,SPECIES_FOONGUS,643,Y
Rosa,anime,SPECIES_FRILLISH,645,Y
Rosa,anime,SPECIES_ALOMOMOLA,647,Y
Rosa,anime,SPECIES_FERROSEED,650,Y
Rosa,anime,SPECIES_KLINK,652,Y
Rosa,anime,SPECIES_TYNAMO,655,Y
Rosa,anime,SPECIES_LITWICK,660,Y
Rosa,anime,SPECIES_AXEW,663,Y
Rosa,anime,SPECIES_CUBCHOO,666,Y
Rosa,anime,SPECIES_CRYOGONAL,668,Y
Rosa,anime,SPECIES_SHELMET,669,Y
Rosa,anime,SPECIES_MIENFOO,672,Y
Rosa,anime,SPECIES_DRUDDIGON,674,Y
Rosa,anime,SPECIES_GOLETT,675,Y
Rosa,anime,SPECIES_PAWNIARD,677,Y
Rosa,anime,SPECIES_BOUFFALANT,679,Y
Rosa,anime,SPECIES_RUFFLET,680,Y
Rosa,anime,SPECIES_VULLABY,682,Y
Rosa,anime,SPECIES_DURANT,685,Y
Rosa,anime,SPECIES_MELOETTA,701,Y
Rose,villain,SPECIES_KARRABLAST,641,Y
Rose,villain,SPECIES_FERROSEED,650,Y
Rose,villain,SPECIES_KLINK,652,Y
Rose,villain,SPECIES_HATENNA,1148,Y
Rose,villain,SPECIES_CUFANT,1170,Y
Rose,villain,SPECIES_ETERNATUS,1182,Y
Rose,villain,SPECIES_MEOWTH_G,1212,Y
Rowan,professor,SPECIES_TURTWIG,440,Y
Rowan,professor,SPECIES_CHIMCHAR,443,Y
Rowan,professor,SPECIES_PIPLUP,446,Y
Rowan,professor,SPECIES_STARLY,449,Y
Rowan,professor,SPECIES_KRICKETOT,454,Y
Rowan,professor,SPECIES_SHINX,456,Y
Roxanne,gymleader,SPECIES_GEODUDE,74,Y
Roxanne,gymleader,SPECIES_ONIX,95,Y
Roxanne,gymleader,SPECIES_OMANYTE,138,Y
Roxanne,gymleader,SPECIES_KABUTO,140,Y
Roxanne,gymleader,SPECIES_AERODACTYL,142,Y
Roxanne,gymleader,SPECIES_NOSEPASS,320,Y
Roxanne,gymleader,SPECIES_RELICANTH,381,Y
Roxanne,gymleader,SPECIES_ARON,382,Y
Roxanne,gymleader,SPECIES_LILEEP,388,Y
Roxanne,gymleader,SPECIES_ANORITH,390,Y
Roxanne,gymleader,SPECIES_TIRTOUGA,617,Y
Roxanne,gymleader,SPECIES_YAMASK_G,1232,Y
Roxie,gymleader,SPECIES_ZUBAT,41,Y
Roxie,gymleader,SPECIES_GRIMER,88,Y
Roxie,gymleader,SPECIES_KOFFING,109,Y
Roxie,gymleader,SPECIES_SEVIPER,379,Y
Roxie,gymleader,SPECIES_SKORUPI,504,Y
Roxie,gymleader,SPECIES_CROAGUNK,506,Y
Roxie,gymleader,SPECIES_VENIPEDE,596,Y
Roxie,gymleader,SPECIES_TRUBBISH,621,Y
Roxie,gymleader,SPECIES_FOONGUS,643,Y
Roxie,gymleader,SPECIES_TOXEL,1140,Y
Sabrina,gymleader,SPECIES_SANDSHREW,27,Y
Sabrina,gymleader,SPECIES_VENONAT,48,Y
Sabrina,gymleader,SPECIES_ABRA,63,Y
Sabrina,gymleader,SPECIES_SLOWPOKE,79,Y
Sabrina,gymleader,SPECIES_GASTLY,92,Y
Sabrina,gymleader,SPECIES_DROWZEE,96,Y
Sabrina,gymleader,SPECIES_EXEGGCUTE,102,Y
Sabrina,gymleader,SPECIES_SCYTHER,123,Y
Sabrina,gymleader,SPECIES_EEVEE,133,Y
Sabrina,gymleader,SPECIES_MOLTRES,146,Y
Sabrina,gymleader,SPECIES_MEWTWO,150,Y
Sabrina,gymleader,SPECIES_CYNDAQUIL,155,Y
Sabrina,gymleader,SPECIES_SENTRET,161,Y
Sabrina,gymleader,SPECIES_IGGLYBUFF,174,Y
Sabrina,gymleader,SPECIES_TYROGUE,236,Y
Sabrina,gymleader,SPECIES_SMOOCHUM,238,Y
Sabrina,gymleader,SPECIES_WYNAUT,360,Y
Sabrina,gymleader,SPECIES_RALTS,392,Y
Sabrina,gymleader,SPECIES_BELDUM,398,Y
Sabrina,gymleader,SPECIES_CHINGLING,486,Y
Sabrina,gymleader,SPECIES_MIME_JR,492,Y
Sabrina,gymleader,SPECIES_MUNCHLAX,499,Y
Sabrina,gymleader,SPECIES_WOOBAT,580,Y
Sabrina,gymleader,SPECIES_SIGILYPH,614,Y
Samson Oak,professor,SPECIES_RATTATA,19,Y
Samson Oak,professor,SPECIES_VULPIX,37,Y
Samson Oak,professor,SPECIES_GEODUDE,74,Y
Samson Oak,professor,SPECIES_EXEGGCUTE,102,Y
Samson Oak,professor,SPECIES_CUBONE,104,Y
Samson Oak,professor,SPECIES_YUNGOOS,951,Y
Samson Oak,professor,SPECIES_GRUBBIN,953,Y
Samson Oak,professor,SPECIES_CUTIEFLY,959,Y
Samson Oak,professor,SPECIES_DEWPIDER,968,Y
Samson Oak,professor,SPECIES_FOMANTIS,970,Y
Samson Oak,professor,SPECIES_SALANDIT,974,Y
Samson Oak,professor,SPECIES_KOMALA,992,Y
Samson Oak,professor,SPECIES_TOGEDEMARU,994,Y
Samson Oak,professor,SPECIES_MIMIKYU,995,Y
Samson Oak,professor,SPECIES_JANGMO_O,999,Y
Saturn,villain,SPECIES_ZUBAT,41,Y
Saturn,villain,SPECIES_ABRA,63,Y
Saturn,villain,SPECIES_RHYHORN,111,Y
Saturn,villain,SPECIES_REMORAID,223,Y
Saturn,villain,SPECIES_MAGBY,240,Y
Saturn,villain,SPECIES_LARVITAR,246,Y
Saturn,villain,SPECIES_SABLEYE,322,Y
Saturn,villain,SPECIES_CARVANHA,330,Y
Saturn,villain,SPECIES_ABSOL,376,Y
Saturn,villain,SPECIES_RALTS,392,Y
Saturn,villain,SPECIES_STUNKY,487,Y
Saturn,villain,SPECIES_BRONZOR,489,Y
Saturn,villain,SPECIES_CROAGUNK,506,Y
Saturn,villain,SPECIES_HEATRAN,538,Y
Sawyer,anime,SPECIES_TREECKO,277,Y
Sawyer,anime,SPECIES_SLAKOTH,364,Y
Sawyer,anime,SPECIES_BAGON,395,Y
Sawyer,anime,SPECIES_HONEDGE,787,Y
Sawyer,anime,SPECIES_SWIRLIX,792,Y
Sawyer,anime,SPECIES_CLAUNCHER,800,Y
Selene,anime,SPECIES_SCYTHER,123,Y
Selene,anime,SPECIES_EEVEE,133,Y
Selene,anime,SPECIES_ROTOM,532,Y
Selene,anime,SPECIES_ROWLET,939,Y
Selene,anime,SPECIES_LITTEN,942,Y
Selene,anime,SPECIES_POPPLIO,945,Y
Selene,anime,SPECIES_TYPE_NULL,989,Y
Selene,anime,SPECIES_COSMOG,1006,Y
Selene,anime,SPECIES_NIHILEGO,1010,Y
Selene,anime,SPECIES_BUZZWOLE,1011,Y
Selene,anime,SPECIES_PHEROMOSA,1012,Y
Selene,anime,SPECIES_XURKITREE,1013,Y
Selene,anime,SPECIES_CELESTEELA,1014,Y
Selene,anime,SPECIES_KARTANA,1015,Y
Selene,anime,SPECIES_GUZZLORD,1016,Y
Selene,anime,SPECIES_NECROZMA,1017,Y
Serena,anime,SPECIES_EEVEE,133,Y
Serena,anime,SPECIES_CLEFFA,173,Y
Serena,anime,SPECIES_SWABLU,358,Y
Serena,anime,SPECIES_ABSOL,376,Y
Serena,anime,SPECIES_COTTONEE,599,Y
Serena,anime,SPECIES_CHESPIN,758,Y
Serena,anime,SPECIES_FENNEKIN,761,Y
Serena,anime,SPECIES_FROAKIE,764,Y
Serena,anime,SPECIES_BUNNELBY,767,Y
Serena,anime,SPECIES_FLETCHLING,769,Y
Serena,anime,SPECIES_PANCHAM,782,Y
Serena,anime,SPECIES_ESPURR,785,Y
Serena,anime,SPECIES_XERNEAS,824,Y
Serena,anime,SPECIES_YVELTAL,825,Y
Serena,anime,SPECIES_ZYGARDE,826,Y
Shauna,rival,SPECIES_BULBASAUR,1,Y
Shauna,rival,SPECIES_EEVEE,133,Y
Shauna,rival,SPECIES_SKITTY,315,Y
Shauna,rival,SPECIES_GOTHITA,627,Y
Shauna,rival,SPECIES_CHESPIN,758,Y
Shauna,rival,SPECIES_FENNEKIN,761,Y
Shauna,rival,SPECIES_FROAKIE,764,Y
Shauna,rival,SPECIES_FLABEBE,777,Y
Shauna,rival,SPECIES_FURFROU,784,Y
Shauna,rival,SPECIES_SWIRLIX,792,Y
Shauna,rival,SPECIES_GOOMY,812,Y
Shauna,rival,SPECIES_KLEFKI,815,Y
Shauntal,elite4,SPECIES_GASTLY,92,Y
Shauntal,elite4,SPECIES_MISDREAVUS,200,Y
Shauntal,elite4,SPECIES_SNORUNT,346,Y
Shauntal,elite4,SPECIES_SHUPPET,377,Y
Shauntal,elite4,SPECIES_DRIFLOON,478,Y
Shauntal,elite4,SPECIES_YAMASK,615,Y
Shauntal,elite4,SPECIES_FRILLISH,645,Y
Shauntal,elite4,SPECIES_LITWICK,660,Y
Shauntal,elite4,SPECIES_GOLETT,675,Y
Sidney,elite4,SPECIES_POOCHYENA,286,Y
Sidney,elite4,SPECIES_SEEDOT,298,Y
Sidney,elite4,SPECIES_CORPHISH,326,Y
Sidney,elite4,SPECIES_CARVANHA,330,Y
Sidney,elite4,SPECIES_CACNEA,344,Y
Sidney,elite4,SPECIES_ABSOL,376,Y
Sidney,elite4,SPECIES_ZANGOOSE,380,Y
Sidney,elite4,SPECIES_REGIROCK,401,Y
Sidney,elite4,SPECIES_SCRAGGY,612,Y
Sidney,elite4,SPECIES_ZORUA,623,Y
Sidney,elite4,SPECIES_VULLABY,682,Y
Siebold,elite4,SPECIES_SQUIRTLE,7,Y
Siebold,elite4,SPECIES_STARYU,120,Y
Siebold,elite4,SPECIES_MAGIKARP,129,Y
Siebold,elite4,SPECIES_REMORAID,223,Y
Siebold,elite4,SPECIES_BINACLE,796,Y
Siebold,elite4,SPECIES_CLAUNCHER,800,Y
Silver,rival,SPECIES_NIDORAN_M,32,Y
Silver,rival,SPECIES_ZUBAT,41,Y
Silver,rival,SPECIES_ABRA,63,Y
Silver,rival,SPECIES_MAGNEMITE,81,Y
Silver,rival,SPECIES_GASTLY,92,Y
Silver,rival,SPECIES_MEWTWO,150,Y
Silver,rival,SPECIES_CHIKORITA,152,Y
Silver,rival,SPECIES_CYNDAQUIL,155,Y
Silver,rival,SPECIES_TOTODILE,158,Y
Silver,rival,SPECIES_SNEASEL,215,Y
Silver,rival,SPECIES_LARVITAR,246,Y
Silver,rival,SPECIES_LUGIA,249,Y
Silver,rival,SPECIES_HO_OH,250,Y
Skyla,gymleader,SPECIES_TOGEPI,175,Y
Skyla,gymleader,SPECIES_HOPPIP,187,Y
Skyla,gymleader,SPECIES_SKARMORY,227,Y
Skyla,gymleader,SPECIES_DRIFLOON,478,Y
Skyla,gymleader,SPECIES_PIDOVE,572,Y
Skyla,gymleader,SPECIES_WOOBAT,580,Y
Skyla,gymleader,SPECIES_SIGILYPH,614,Y
Skyla,gymleader,SPECIES_ARCHEN,619,Y
Skyla,gymleader,SPECIES_DUCKLETT,633,Y
Skyla,gymleader,SPECIES_RUFFLET,680,Y
Skyla,gymleader,SPECIES_VULLABY,682,Y
Skyla,gymleader,SPECIES_TORNADUS,694,Y
Sonia,professor,SPECIES_ROTOM,532,Y
Sonia,professor,SPECIES_BOUNSWEET,978,Y
Sonia,professor,SPECIES_ROOKIDEE,1113,Y
Sonia,professor,SPECIES_YAMPER,1127,Y
Sophocles,anime,SPECIES_GEODUDE,74,Y
Sophocles,anime,SPECIES_MAGNEMITE,81,Y
Sophocles,anime,SPECIES_ELEKID,239,Y
Sophocles,anime,SPECIES_GRUBBIN,953,Y
Sophocles,anime,SPECIES_TOGEDEMARU,994,Y
Spenser,frontier,SPECIES_BULBASAUR,1,Y
Spenser,frontier,SPECIES_ZUBAT,41,Y
Spenser,frontier,SPECIES_GROWLITHE,58,Y
Spenser,frontier,SPECIES_LAPRAS,131,Y
Spenser,frontier,SPECIES_SUICUNE,245,Y
Spenser,frontier,SPECIES_SEEDOT,298,Y
Spenser,frontier,SPECIES_BALTOY,318,Y
Spenser,frontier,SPECIES_AZURILL,350,Y
Spenser,frontier,SPECIES_DUSKULL,361,Y
Spenser,frontier,SPECIES_SLAKOTH,364,Y
Spenser,frontier,SPECIES_HAPPINY,493,Y
Steven,champion,SPECIES_SANDSHREW,27,Y
Steven,champion,SPECIES_AERODACTYL,142,Y
Steven,champion,SPECIES_SKARMORY,227,Y
Steven,champion,SPECIES_TREECKO,277,Y
Steven,champion,SPECIES_TORCHIC,280,Y
Steven,champion,SPECIES_MUDKIP,283,Y
Steven,champion,SPECIES_BALTOY,318,Y
Steven,champion,SPECIES_ARON,382,Y
Steven,champion,SPECIES_LILEEP,388,Y
Steven,champion,SPECIES_ANORITH,390,Y
Steven,champion,SPECIES_BELDUM,398,Y
Steven,champion,SPECIES_REGISTEEL,403,Y
Steven,champion,SPECIES_RAYQUAZA,406,Y
Steven,champion,SPECIES_DEOXYS,410,Y
Steven,champion,SPECIES_LILLIPUP,559,Y
Steven,champion,SPECIES_DRILBUR,582,Y
Steven,champion,SPECIES_ARCHEN,619,Y
Steven,champion,SPECIES_CARBINK,811,Y
Sycamore,professor,SPECIES_BULBASAUR,1,Y
Sycamore,professor,SPECIES_CHARMANDER,4,Y
Sycamore,professor,SPECIES_SQUIRTLE,7,Y
Sycamore,professor,SPECIES_CATERPIE,10,Y
Sycamore,professor,SPECIES_WEEDLE,13,Y
Sycamore,professor,SPECIES_PSYDUCK,54,Y
Sycamore,professor,SPECIES_ZIGZAGOON,288,Y
Sycamore,professor,SPECIES_AZURILL,350,Y
Sycamore,professor,SPECIES_COMBEE,468,Y
Sycamore,professor,SPECIES_GIBLE,496,Y
Sycamore,professor,SPECIES_CHESPIN,758,Y
Sycamore,professor,SPECIES_FENNEKIN,761,Y
Sycamore,professor,SPECIES_FROAKIE,764,Y
Sycamore,professor,SPECIES_FLETCHLING,769,Y
Sycamore,professor,SPECIES_SCATTERBUG,772,Y
Sycamore,professor,SPECIES_SKIDDO,780,Y
Sycamore,professor,SPECIES_HELIOPTILE,802,Y
Sycamore,professor,SPECIES_XERNEAS,824,Y
Tate,gymleader,SPECIES_SLOWPOKE,79,Y
Tate,gymleader,SPECIES_DROWZEE,96,Y
Tate,gymleader,SPECIES_NATU,177,Y
Tate,gymleader,SPECIES_BALTOY,318,Y
Tate,gymleader,SPECIES_SOLROCK,349,Y
Tate,gymleader,SPECIES_SPOINK,351,Y
Tate,gymleader,SPECIES_RALTS,392,Y
Tate,gymleader,SPECIES_JIRACHI,409,Y
Tate,gymleader,SPECIES_CHINGLING,486,Y
Tate,gymleader,SPECIES_BRONZOR,489,Y
Tate,gymleader,SPECIES_SOLOSIS,630,Y
Thorton,frontier,SPECIES_MAGNEMITE,81,Y
Thorton,frontier,SPECIES_SKARMORY,227,Y
Thorton,frontier,SPECIES_ELEKID,239,Y
Thorton,frontier,SPECIES_BRONZOR,489,Y
Thorton,frontier,SPECIES_REGIGIGAS,539,Y
Tobias,anime,SPECIES_LATIOS,408,Y
Tobias,anime,SPECIES_DARKRAI,544,Y
Tracey,anime,SPECIES_VENONAT,48,Y
Tracey,anime,SPECIES_SCYTHER,123,Y
Tracey,anime,SPECIES_AZURILL,350,Y
Trip,anime,SPECIES_SNIVY,548,Y
Trip,anime,SPECIES_PIDOVE,572,Y
Trip,anime,SPECIES_TIMBURR,585,Y
Trip,anime,SPECIES_VANILLITE,635,Y
Trip,anime,SPECIES_FRILLISH,645,Y
Trip,anime,SPECIES_LITWICK,660,Y
Tucker,frontier,SPECIES_CHARMANDER,4,Y
Tucker,frontier,SPECIES_GROWLITHE,58,Y
Tucker,frontier,SPECIES_MUDKIP,283,Y
Tucker,frontier,SPECIES_BAGON,395,Y
Tucker,frontier,SPECIES_BELDUM,398,Y
Tucker,frontier,SPECIES_LATIAS,407,Y
Valerie,gymleader,SPECIES_EEVEE,133,Y
Valerie,gymleader,SPECIES_MAWILE,355,Y
Valerie,gymleader,SPECIES_MIME_JR,492,Y
Valerie,gymleader,SPECIES_SPRITZEE,790,Y
Victor,anime,SPECIES_GROOKEY,1102,Y
Victor,anime,SPECIES_SCORBUNNY,1105,Y
Victor,anime,SPECIES_SOBBLE,1108,Y
Victor,anime,SPECIES_SKWOVET,1111,Y
Victor,anime,SPECIES_ETERNATUS,1182,Y
Victor,anime,SPECIES_KUBFU,1183,Y
Victor,anime,SPECIES_GLASTRIER,1188,Y
Victor,anime,SPECIES_SPECTRIER,1189,Y
Victor,anime,SPECIES_CALYREX,1190,Y
Victor,anime,SPECIES_FARFETCHD_G,1217,Y
Viola,gymleader,SPECIES_SURSKIT,311,Y
Viola,gymleader,SPECIES_SCATTERBUG,772,Y
Volkner,gymleader,SPECIES_MAGNEMITE,81,Y
Volkner,gymleader,SPECIES_VOLTORB,100,Y
Volkner,gymleader,SPECIES_MAGIKARP,129,Y
Volkner,gymleader,SPECIES_EEVEE,133,Y
Volkner,gymleader,SPECIES_ZAPDOS,145,Y
Volkner,gymleader,SPECIES_CHINCHOU,170,Y
Volkner,gymleader,SPECIES_PICHU,172,Y
Volkner,gymleader,SPECIES_AIPOM,190,Y
Volkner,gymleader,SPECIES_REMORAID,223,Y
Volkner,gymleader,SPECIES_ELEKID,239,Y
Volkner,gymleader,SPECIES_MUDKIP,283,Y
Volkner,gymleader,SPECIES_WINGULL,309,Y
Volkner,gymleader,SPECIES_SHINX,456,Y
Volkner,gymleader,SPECIES_PACHIRISU,470,Y
Volkner,gymleader,SPECIES_ROTOM,532,Y
Volkner,gymleader,SPECIES_BLITZLE,575,Y
Volkner,gymleader,SPECIES_JOLTIK,648,Y
